date,mv_gross_nav_no_trading_cost,mv_net_nav_no_trading_cost,mv_no_trading_cost,mv_constraints_gross_no_trading_cost,mv_constraints_net_no_trading_cost,mv__no_trading_cost,mi_constraints_gross_no_trading_cost,mi_constraints_net_no_trading_cost,mi_no_trading_cost,ew_gross_nav_no_trading_cost,ew_net_nav_no_trading_cost,ew_no_trading_cost,capm_constraints_gross_no_trading_cost,capm_constraints_net_no_trading_cost,capm_no_trading_cost,mv_gross_nav,mv_net_nav,mv,mv_constraints_gross,mv_constraints_net,mv_,mi_constraints_gross,mi_constraints_net,mi,ew_gross_nav,ew_net_nav,ew,capm_constraints_gross,capm_constraints_net,capm
4/1/2018,22581499.87,22233613.96,126733345.2,19974739.7,19733068.23,116228116.6,16004138.13,15724925.12,116252714.5,-495534.776,-889285.8386,123058968.9,18015709.5,17618049.65,106021151.4,4971181.767,-1388199.724,21686073.65,14576863.19,8252726.713,76732862.94,14465730,7745513.956,76369150.24,-12086.906,-204439.5704,1396527.6,7912102.593,-993514.219,43898364.24
4/2/2018,22290304,21942419,123828634,19752975,19511304,113429525.4,15714796,15435583,113732932.8,-413962,-807713,120120898.7,17881068,17483409,103459704.7,4907119,-1452262,21045129.7,14460844,8136708,74766168.17,14384260,7664044,74273567.35,-10879,-203232,1358741.279,7707212,-1198405,42770292.98
4/3/2018,22137802,21789916,125055005.4,19904484,19662812,114988966.1,15703124,15423911,115138464.5,-625231,-1018983,121340130.7,18091390,17693730,104926858.9,4873289,-1486093,21315802.18,14549805,8225668,75878695.64,14533309,7813093,75329727.07,-13676,-206029,1374421.048,7831070,-1074547,43406012.74
4/4/2018,22256305,21908419,126601488.2,20060281,19818609,116362541.5,15839234,15560021,116515582.5,-641216,-1034968,123070898.7,18149810,17752150,106155274.6,4899250,-1460132,21657140.77,14650387,8326251,76853970.66,14666634,7946418,76315851.14,-13966,-206318,1396680.305,7909321,-996295,44001641.45
4/5/2018,22346818,21998932,127530695,20044945,19803273,117281328.4,15835064,15555851,117325529.8,-534735,-928486,123963483,18158248,17760588,106938628,4919109,-1440273,21862241.86,14699274,8375137,77533900.83,14739470,8019254,76999419.5,-12652,-205005,1408166.122,8035146,-870471,44353208.3
4/6/2018,22250805,21902919,125256395.7,19867669,19625998,114676739.6,15744624,15465411,115159685.2,-341814,-735565,121548441,18135455,17737795,104589255.3,4898188,-1461193,21360306.08,14559349,8235212,75684674.65,14541959,7821743,75166456.68,-10030,-202383,1377092.724,7763703,-1141914,43391945.48
4/7/2018,22250805,21902919,125256395.7,19867669,19625998,114676739.6,15744624,15465411,115159685.2,-341814,-735565,121548441,18135455,17737795,104589255.3,4898188,-1461193,21360306.08,14559349,8235212,75684674.65,14541959,7821743,75166456.68,-10030,-202383,1377092.724,7763703,-1141914,43391945.48
4/8/2018,22250805,21902919,125256395.7,19867669,19625998,114676739.6,15744624,15465411,115159685.2,-341814,-735565,121548441,18135455,17737795,104589255.3,4898188,-1461193,21360306.08,14559349,8235212,75684674.65,14541959,7821743,75166456.68,-10030,-202383,1377092.724,7763703,-1141914,43391945.48
4/9/2018,22073411,21725525,125023159.9,19883375,19641703,114736094.5,15780720,15501507,115199055.8,-585607,-979358,121341075.6,18129348,17731688,104672193.4,4859050,-1500331,21308831.61,14570774,8246637,75683785.03,14541801,7821585,75141814.23,-13162,-205515,1374417.714,7788788,-1116829,43429982.14
4/10/2018,22514135,22166249,127197210.2,20028144,19786472,116790321.3,15923362,15644149,117069228.2,-407610,-801361,123541331.3,18180309,17782649,106541584.2,4956135,-1403247,21788654.53,14692675,8368538,77173193.03,14665664,7945448,76587332.94,-10974,-203326,1402724.844,7960902,-944714,44272708.73
4/11/2018,22682057,22334171,127305638,20190971,19949299,116656292.9,15994752,15715539,117085358.5,-177495,-571246,123762887,18264500,17866840,106450056.7,4993259,-1366123,21812520.89,14796260,8472124,77106154.77,14794955,8074739,76532247.72,-7991,-200344,1405584.43,7857065,-1048552,44283179.61
4/12/2018,22708200,22360314,127716448.6,20182318,19940646,117269511.1,15992991,15713778,117545606.4,107181,-286570,124013683.8,18102450,17704790,107052482.4,4999040,-1360341,21903152.08,14784096,8459960,77543191.14,14783211,8062995,76953074.93,-4367,-196719,1408801.343,7993609,-912008,44491331.84
4/13/2018,22675789,22327903,127398398.7,20173985,19932314,116979310.6,15936848,15657635,117232711.9,-158012,-551763,123525421.7,18164372,17766712,106748206.5,4991893,-1367489,21832990.15,14761376,8437239,77353810.34,14751435,8031219,76731859.83,-7744,-200097,1402537.906,7886529,-1019088,44356538.09
4/14/2018,22675789,22327903,127398398.7,20173985,19932314,116979310.6,15936848,15657635,117232711.9,-158012,-551763,123525421.7,18164372,17766712,106748206.5,4991893,-1367489,21832990.15,14761376,8437239,77353810.34,14751435,8031219,76731859.83,-7744,-200097,1402537.906,7886529,-1019088,44356538.09
4/15/2018,22675789,22327903,127398398.7,20173985,19932314,116979310.6,15936848,15657635,117232711.9,-158012,-551763,123525421.7,18164372,17766712,106748206.5,4991893,-1367489,21832990.15,14761376,8437239,77353810.34,14751435,8031219,76731859.83,-7744,-200097,1402537.906,7886529,-1019088,44356538.09
4/16/2018,23092291,22744405,128682167.7,20610685,20369014,118147589.4,16187081,15907868,118378890.9,391426,-2325,124821776.9,18584209,18186549,107785819,5083719,-1275662,22116263.62,15102449,8778313,78182509.05,15136431,8416215,77616210.75,-732,-193084,1419214.715,8011229,-894387,44841711.78
4/17/2018,23369319,23021433,130010905,20676393,20434722,119171504,16287995,16008782,119344112.6,503766,110015,126082577,18613681,18216021,108701364,5144720,-1214662,22409509.06,15149209,8825073,78877185.13,15192791,8472574,78378737.46,627,-191725,1435409.015,7994367,-911250,45286244.5
4/18/2018,23424095,23076209,130568050.2,20686846,20445175,119629178.3,16389631,16110418,119741613.5,663453,269702,126272338,18670513,18272854,109090225.3,5156773,-1202608,22532455.51,15155390,8831253,79206049.45,15240331,8520115,78701002.16,2655,-189697,1437826.862,8099479,-806137,45464043.3
4/19/2018,23242514,22894628,129581667.9,20596430,20354759,118728047.2,16342946,16063733,119071605.7,859746,465995,125140313.9,18627116,18229456,108273867.1,5116760,-1242622,22314772.69,15136459,8812323,78569804.82,15293962,8573746,78042932.74,5193,-187160,1423205.294,8116119,-789497,45163388.27
4/20/2018,23205920,22858034,128499261.3,20557017,20315346,117662345.3,16377144,16097931,118212155.5,1050651,656900,123697443.3,18582084,18184424,107289400.8,5108759,-1250622,22075878.44,15106890,8782753,77816052.77,15255577,8535361,77192482.57,7728,-184625,1404636.258,8062801,-842816,44785557.13
4/21/2018,23205920,22858034,128499261.3,20557017,20315346,117662345.3,16377144,16097931,118212155.5,1050651,656900,123697443.3,18582084,18184424,107289400.8,5108759,-1250622,22075878.44,15106890,8782753,77816052.77,15255577,8535361,77192482.57,7728,-184625,1404636.258,8062801,-842816,44785557.13
4/22/2018,23205920,22858034,128499261.3,20557017,20315346,117662345.3,16377144,16097931,118212155.5,1050651,656900,123697443.3,18582084,18184424,107289400.8,5108759,-1250622,22075878.44,15106890,8782753,77816052.77,15255577,8535361,77192482.57,7728,-184625,1404636.258,8062801,-842816,44785557.13
4/23/2018,23602953,23255067,128767732.2,20749338,20507667,117818195.7,16539614,16260401,118372247.1,1380144,986393,123699246.6,18750761,18353101,107392809.4,5196391,-1162991,22135115.59,15296146,8972009,77910100.65,15423183,8702967,77307932.97,11981,-180372,1404669.584,8074346,-831271,44854261.22
4/24/2018,23483309,23135423,127936551.5,20699263,20457592,116683215.8,16480057,16200844,117617309.3,1512083,1118332,122721794.9,18713181,18315521,106278446.1,5170114,-1189268,21951703.03,15251458,8927322,77142680.44,15282306,8562090,76549608.28,13781,-178572,1392109.281,7961446,-944171,44536495.98
4/25/2018,23360308,23012422,128367339.6,20556326,20314655,116941496.4,16322248,16043035,117785952.7,1334153,940402,122904084.1,18856587,18458927,106533526.8,5142916,-1216465,22046787.57,15127576,8803439,77354055.87,15122658,8402442,76784493.49,11487,-180866,1394460.502,7968602,-937015,44592536.49
4/26/2018,23631251,23283365,129259433.2,20635325,20393654,117601477.4,16444435,16165222,118277372.7,1462680,1068929,123765896.5,18767672,18370012,107156181.1,5202641,-1156741,22243647.92,15211273,8887137,77784495.89,15197107,8476891,77318134.23,13067,-179285,1405517.984,8000837,-904779,44811871.53
4/27/2018,24202092,23854206,129240384.4,20960212,20718540,117700758.4,16660131,16380918,118223106.9,2306288,1912537,123372864.6,19002435,18604775,107224111,5328587,-1030795,22239389.3,15421084,9096948,77825371.89,15613588,8893372,77352756.67,23892,-168460,1400366.879,7967414,-938203,44726616.12
4/28/2018,24202092,23854206,129240384.4,20960212,20718540,117700758.4,16660131,16380918,118223106.9,2306288,1912537,123372864.6,19002435,18604775,107224111,5328587,-1030795,22239389.3,15421084,9096948,77825371.89,15613588,8893372,77352756.67,23892,-168460,1400366.879,7967414,-938203,44726616.12
4/29/2018,24202092,23854206,129240384.4,20960212,20718540,117700758.4,16660131,16380918,118223106.9,2306288,1912537,123372864.6,19002435,18604775,107224111,5328587,-1030795,22239389.3,15421084,9096948,77825371.89,15613588,8893372,77352756.67,23892,-168460,1400366.879,7967414,-938203,44726616.12
4/30/2018,24284871,23936985,127926091.4,20974403,20732731,116469884.2,16695444,16416231,117002728.7,2756859,2363108,122079975.1,19032168,18634508,106055514,5347003,-1012379,21949304.48,15442981,9118845,76927540.98,15600354,8880138,76426755,29758,-162595,1383722.911,7842851,-1062766,44205469.66
5/1/2018,24508392,24160507,128128707,20993821,20752150,116520480.3,16741197,16461984,117208824,2757497,2363746,122484160.3,19017676,18620017,106200028.1,5396294,-963088,21994007.4,15447236,9123100,77015535.82,15653180,8932964,76523194.76,29748,-162605,1388904.89,7895322,-1010295,44319998.94
5/2/2018,24514095,24166209,128148070.6,20883794,20642122,116156092.9,16838408,16559195,117171448.4,3271288,2877537,122711666.8,18853193,18455533,105909193.7,5397599,-961782,21998259.51,15484784,9160648,76804512.09,15638517,8918301,76360247.5,36377,-155976,1391834.586,7894145,-1011472,44295877.19
5/3/2018,24220265,23872379,127257224.9,20932515,20690843,115776668.4,16757028,16477815,116514744.9,3122720,2728969,121884368,18877632,18479973,105491923.7,5332757,-1026625,21801698.05,15453208,9129071,76462234.68,15646004,8925788,75961689.82,34475,-157877,1381190.076,7839587,-1066030,44032857.62
5/4/2018,24716799,24368914,128890571.1,21209879,20968208,117285643.1,17057896,16778683,117996580.9,3561617,3167866,123266707.7,18964196,18566536,106803994.5,5442242,-917139,22162150.7,15686755,9362618,77600079.4,15913080,9192864,77024771.33,40073,-152280,1398965.088,8081377,-824239,44620023.8
5/5/2018,24716799,24368914,128890571.1,21209879,20968208,117285643.1,17057896,16778683,117996580.9,3561617,3167866,123266707.7,18964196,18566536,106803994.5,5442242,-917139,22162150.7,15686755,9362618,77600079.4,15913080,9192864,77024771.33,40073,-152280,1398965.088,8081377,-824239,44620023.8
5/6/2018,24716799,24368914,128890571.1,21209879,20968208,117285643.1,17057896,16778683,117996580.9,3561617,3167866,123266707.7,18964196,18566536,106803994.5,5442242,-917139,22162150.7,15686755,9362618,77600079.4,15913080,9192864,77024771.33,40073,-152280,1398965.088,8081377,-824239,44620023.8
5/7/2018,24982461,24634575,129401558,21334136,21092465,117769404.7,17278834,16999621,118473869.9,4034813,3641062,123890275.7,18848384,18450725,107263621.1,5500864,-858518,22274893.84,15758373,9434237,77973306.5,16058733,9338517,77431797.9,46132,-146221,1406981.529,8111607,-794010,44829170.24
5/8/2018,25589258,25241372,130097464.3,21695712,21454040,118166276.1,17642287,17363074,119041485.5,4589241,4195490,124847854.1,18971848,18574188,107700494.8,5634755,-724626,22428459.1,15970845,9646708,78266882.88,16417344,9697128,77792315.61,53241,-139112,1419318.944,8229179,-676438,45071716.43
5/9/2018,25853859,25505973,130982039.4,21646839,21405168,118891993.3,17690813,17411600,119768816.3,4973732,4579981,125699427.8,18859180,18461520,108336759.1,5693126,-666255,22623629.09,16051439,9727302,78754143.91,16457970,9737754,78283846.72,58155,-134198,1430276.966,8180807,-724809,45399150.84
5/10/2018,26290817,25942931,131778492.6,21789560,21547888,119645219.1,17927209,17647996,120410011.6,4952873,4559122,126362347.1,18950176,18552516,108993115.2,5789510,-569871,22799382.85,16173941,9849805,79279295.73,16525025,9804809,78771233.79,57861,-134492,1438808.932,8210813,-694804,45710629.62
5/11/2018,26388432,26040546,132153428,21855161,21613490,119930535.7,17904383,17625170,120575558.1,5268000,4874249,126966257.7,18971310,18573650,109156219.4,5811012,-548370,22882140.68,16211699,9887562,79443556.85,16624806,9904590,79002122.91,61904,-130449,1446574.788,8200691,-704926,45780200.34
5/12/2018,26388432,26040546,132153428,21855161,21613490,119930535.7,17904383,17625170,120575558.1,5268000,4874249,126966257.7,18971310,18573650,109156219.4,5811012,-548370,22882140.68,16211699,9887562,79443556.85,16624806,9904590,79002122.91,61904,-130449,1446574.788,8200691,-704926,45780200.34
5/13/2018,26388432,26040546,132153428,21855161,21613490,119930535.7,17904383,17625170,120575558.1,5268000,4874249,126966257.7,18971310,18573650,109156219.4,5811012,-548370,22882140.68,16211699,9887562,79443556.85,16624806,9904590,79002122.91,61904,-130449,1446574.788,8200691,-704926,45780200.34
5/14/2018,26009796,25661910,131791655.4,21637231,21395560,119909558,17719934,17440721,120214124.6,5021076,4627325,126689688,18785827,18388167,109069482.8,5727485,-631897,22802323.75,16112220,9788084,79424567.21,16483300,9763084,79038227.36,58735,-133617,1443011.578,8229743,-675874,45591389.69
5/15/2018,26365940,26018054,131786130.2,21621820,21380149,119636495.8,17862524,17583311,120134637.1,5361326,4967575,126713738.6,18676582,18278922,108861979,5806201,-553180,22801035.54,16134200,9810064,79255507.03,16546060,9825843,78913690.76,63141,-129212,1443332.355,8161585,-744032,45569940.5
5/16/2018,26463985,26116099,133125948.7,21707634,21465963,120631554.6,17945804,17666591,121229851.1,5431001,5037250,128410881.5,18659930,18262270,109799609.1,5827748,-531634,23096710.63,16192182,9868046,80017959.44,16588743,9868527,79735021.69,63971,-128382,1465184.296,8236762,-668855,46054786.59
5/17/2018,26598327,26250441,133774484.9,21721079,21479408,120995562.5,18048128,17768915,121841024.7,5589749,5195998,128780898.9,18589506,18191846,110136811.4,5857314,-502067,23239878.62,16204223,9880086,80342374.49,16614955,9894739,80040751.02,66005,-126348,1469954.554,8302416,-603201,46307395.75
5/18/2018,26688216,26340330,133737664.4,21706594,21464923,120911984.9,18152319,17873106,121814312,5802818,5409066,128908470.4,18614450,18216790,110044899.9,5877138,-482244,23231733.1,16233069,9908932,80298976.67,16645265,9925049,80013642.79,68748,-123605,1471605.669,8311085,-594532,46299681.8
5/19/2018,26688216,26340330,133737664.4,21706594,21464923,120911984.9,18152319,17873106,121814312,5802818,5409066,128908470.4,18614450,18216790,110044899.9,5877138,-482244,23231733.1,16233069,9908932,80298976.67,16645265,9925049,80013642.79,68748,-123605,1471605.669,8311085,-594532,46299681.8
5/20/2018,26688216,26340330,133737664.4,21706594,21464923,120911984.9,18152319,17873106,121814312,5802818,5409066,128908470.4,18614450,18216790,110044899.9,5877138,-482244,23231733.1,16233069,9908932,80298976.67,16645265,9925049,80013642.79,68748,-123605,1471605.669,8311085,-594532,46299681.8
5/21/2018,26822410,26474524,134459150.1,21809045,21567373,121875239,18233702,17954489,122682302.1,6160141,5766390,129508663.7,18648310,18250650,110915195.8,5906625,-452757,23390979.52,16328100,10003963,81006901.83,16762441,10042225,80666334.57,73306,-119047,1479318.154,8420541,-485076,46673877.54
5/22/2018,26906457,26558571,133356675.4,21813135,21571463,120876960.9,18236876,17957663,121780931.5,6594027,6200276,128005832.6,18563843,18166183,110063929.2,5925327,-434054,23147659.91,16298181,9974045,80299333.79,16758197,10037981,79913581.39,78978,-113374,1459941.877,8318332,-587285,46306649.72
5/23/2018,27405708,27057822,133601833.5,22107860,21866189,121085436.6,18493830,18214617,121971520.1,7098124,6704373,128257730.5,18817492,18419832,110233672,6035445,-323937,23201725.94,16524061,10199925,80432996.64,17037684,10317468,80086343.34,85442,-106911,1463150.95,8359417,-546200,46399987.19
5/24/2018,27763379,27415494,133826216.8,22278866,22037194,121068071.8,18688276,18409063,122009026,7245886,6852135,128415490.7,18944469,18546809,110207461.6,6114389,-244993,23251217.79,16684115,10359978,80472372.78,17189472,10469256,80128590.01,87336,-105016,1465178.922,8352890,-552727,46435312.98
5/25/2018,27849682,27501796,133841632,22377811,22136139,120846712.5,18721645,18442432,121900559.1,7158340,6764589,128693045.3,19181730,18784070,109966977.3,6133412,-225970,23254635.48,16715683,10391547,80371978.5,17287285,10567069,80099146.06,86203,-106150,1468749.568,8297625,-607992,46371339.28
5/26/2018,27849682,27501796,133841632,22377811,22136139,120846712.5,18721645,18442432,121900559.1,7158340,6764589,128693045.3,19181730,18784070,109966977.3,6133412,-225970,23254635.48,16715683,10391547,80371978.5,17287285,10567069,80099146.06,86203,-106150,1468749.568,8297625,-607992,46371339.28
5/27/2018,27849682,27501796,133841632,22377811,22136139,120846712.5,18721645,18442432,121900559.1,7158340,6764589,128693045.3,19181730,18784070,109966977.3,6133412,-225970,23254635.48,16715683,10391547,80371978.5,17287285,10567069,80099146.06,86203,-106150,1468749.568,8297625,-607992,46371339.28
5/28/2018,27849682,27501796,133841632,22377811,22136139,120846712.5,18721645,18442432,121900559.1,7158340,6764589,128693045.3,19181730,18784070,109966977.3,6133412,-225970,23254635.48,16715683,10391547,80371978.5,17287285,10567069,80099146.06,86203,-106150,1468749.568,8297625,-607992,46371339.28
5/29/2018,27925087,27577201,133505554.7,22591749,22350077,120203102.7,18795750,18516537,121427258.5,7337999,6944248,128412626.7,19246463,18848803,109341778.9,6150082,-209299,23180488.18,16855357,10531221,79947317.57,17451389,10731173,79746071.71,88522,-103831,1465120.313,8185237,-720379,46149799.52
5/30/2018,28257271,27909385,135569949.9,22929422,22687751,121984715,19049087,18769874,123202864.7,7791542,7397791,130358053.5,19452636,19054976,111027558.2,6223235,-136147,23636015.68,17112554,10788418,81226708.91,17713260,10993044,81017688.02,94275,-98078,1490153.844,8355527,-550090,46923583.99
5/31/2018,28244525,27896639,134211056.4,22970455,22728784,120543475.8,18979174,18699961,121936732.8,7789211,7395460,128953015.4,19292359,18894699,109695989.8,6220618,-138763,23336110.07,17084793,10760656,80192943.43,17778556,11058340,80011207.99,94296,-98057,1472037.934,8267973,-637644,46368801.99
6/1/2018,28648735,28300849,135468751.9,22859064,22617393,121546300.2,19156370,18877157,123003574.5,8045145,7651394,130288060.1,19118549,18720889,110668877.2,6309689,-49693,23613670.37,17052694,10728557,80912416.85,17834349,11114133,80787452.64,97537,-94816,1489224.711,8324772,-580845,46859691.86
6/2/2018,28648735,28300849,135468751.9,22859064,22617393,121546300.2,19156370,18877157,123003574.5,8045145,7651394,130288060.1,19118549,18720889,110668877.2,6309689,-49693,23613670.37,17052694,10728557,80912416.85,17834349,11114133,80787452.64,97537,-94816,1489224.711,8324772,-580845,46859691.86
6/3/2018,28648735,28300849,135468751.9,22859064,22617393,121546300.2,19156370,18877157,123003574.5,8045145,7651394,130288060.1,19118549,18720889,110668877.2,6309689,-49693,23613670.37,17052694,10728557,80912416.85,17834349,11114133,80787452.64,97537,-94816,1489224.711,8324772,-580845,46859691.86
6/4/2018,29086528,28738642,135996593.9,23177534,22935862,122088054.5,19393174,19113961,123531522,8771504,8377753,130418632.4,19329462,18931803,111137475.2,6406279,46897,23730164.38,17203717,10879580,81375594.56,18101905,11381689,81229519.92,106849,-85503,1490870.812,8400584,-505033,47035430.38
6/5/2018,29434124,29086238,137069000.2,23185796,22944124,122675185.4,19561496,19282283,124251373.7,8897254,8503503,131521023.2,19090471,18692811,111676123.7,6482929,123547,23966844.93,17172976,10848840,81801187.34,18178339,11458123,81786293.67,108421,-83932,1505040.247,8484437,-421179,47349538.89
6/6/2018,29854476,29506590,138273848.1,23341692,23100020,123806481.8,19711321,19432108,125167485.2,9359558,8965807,132614572.3,19006730,18609070,112586744.2,6575592,216210,24232777.6,17257502,10933365,82606345.18,18351154,11630938,82639549.04,114339,-78013,1519128.78,8669112,-236504,47717416.69
6/7/2018,29908882,29560996,138102270.2,23399231,23157560,123689118.1,19758012,19478799,125099767.2,9445243,9051492,131988670.2,19074250,18676590,112473070,6587621,228240,24194940.9,17278134,10953998,82522085.49,18358763,11638547,82467844.66,115474,-76878,1511075.542,8637559,-268058,47696280.78
6/8/2018,30202668,29854782,138357295.8,23783343,23541672,124341098.9,19948629,19669416,125338625.8,9650122,9256371,132268987.2,19336670,18939010,113030503.3,6652387,293005,24251246.21,17501340,11177203,82914847.31,18641282,11921066,82855776.44,118096,-74256,1514663.589,8675979,-229638,47816656.84
6/9/2018,30202668,29854782,138357295.8,23783343,23541672,124341098.9,19948629,19669416,125338625.8,9650122,9256371,132268987.2,19336670,18939010,113030503.3,6652387,293005,24251246.21,17501340,11177203,82914847.31,18641282,11921066,82855776.44,118096,-74256,1514663.589,8675979,-229638,47816656.84
6/10/2018,30202668,29854782,138357295.8,23783343,23541672,124341098.9,19948629,19669416,125338625.8,9650122,9256371,132268987.2,19336670,18939010,113030503.3,6652387,293005,24251246.21,17501340,11177203,82914847.31,18641282,11921066,82855776.44,118096,-74256,1514663.589,8675979,-229638,47816656.84
6/11/2018,30769252,30421366,138905398.4,24078054,23836382,124746415,20204333,19925120,125625499,10327269,9933518,132970395.9,19533429,19135769,113388098.8,6777422,418041,24372168.11,17686157,11362021,83174562.21,18916815,12196599,83198140.97,126796,-65556,1523672.049,8675643,-229974,47927645.12
6/12/2018,31048811,30700926,139246699.3,24200551,23958879,125030081.8,20249767,19970554,125649658.1,10799642,10405891,133298929.8,19532610,19134950,113593680.7,6839068,479687,24447498.67,17738500,11414364,83381449.51,19069322,12349105,83453714.94,132855,-59498,1527869.603,8651369,-254247,47939011.28
6/13/2018,31328244,30980359,138974110.4,24265313,24023641,124489485.7,20450161,20170948,125259702.1,11247252,10853501,133001518,19464874,19067214,113150007.3,6900803,541422,24387261.32,17773797,11449660,82976920.53,19199677,12479461,83123772,138624,-53728,1524019.884,8621767,-283850,47740794.23
6/14/2018,31402572,31054686,139521524.9,24372332,24130660,124797637.6,20544655,20265442,125628587.8,11237261,10843510,133630658.8,19655133,19257473,113432594.2,6917140,557759,24508036.84,17876783,11552647,83216522,19306240,12586024,83443586.12,138455,-53897,1532093.209,8652444,-253173,47886584.68
6/15/2018,31422180,31074294,139574536.7,24596573,24354902,124799512.1,20760182,20480969,125770555,10971001,10577250,133645356.4,19851627,19453968,113429696.9,6921413,562032,24519755.77,17985536,11661400,83196307.35,19492283,12772067,83450460.89,135023,-57330,1532277.136,8670470,-235146,47945491.05
6/16/2018,31422180,31074294,139574536.7,24596573,24354902,124799512.1,20760182,20480969,125770555,10971001,10577250,133645356.4,19851627,19453968,113429696.9,6921413,562032,24519755.77,17985536,11661400,83196307.35,19492283,12772067,83450460.89,135023,-57330,1532277.136,8670470,-235146,47945491.05
6/17/2018,31422180,31074294,139574536.7,24596573,24354902,124799512.1,20760182,20480969,125770555,10971001,10577250,133645356.4,19851627,19453968,113429696.9,6921413,562032,24519755.77,17985536,11661400,83196307.35,19492283,12772067,83450460.89,135023,-57330,1532277.136,8670470,-235146,47945491.05
6/18/2018,31732559,31384673,140143009,24695767,24454096,125030402.2,20857189,20577976,126185368.9,11263649,10869898,134024797.8,19781567,19383907,113640525.7,6989957,630575,24645171.98,18104837,11780700,83386418.91,19696874,12976658,83716679.46,138799,-53554,1537168.559,8664569,-241048,48118555.46
6/19/2018,31732354,31384468,139871264.1,24683521,24441849,124532369.8,20888380,20609167,126015034.8,11306489,10912737,133466076.6,19755934,19358274,113206869.1,6989959,630577,24585185.76,18096714,11772577,83067554.03,19736924,13016708,83460514.22,139377,-52976,1529954.176,8634094,-271523,48036427.75
6/20/2018,31869850,31521964,140834504.6,24885246,24643575,125322636.3,20992392,20713179,126822467,11398713,11004962,134788297,19783091,19385431,113936985.9,7020244,660862,24797760.61,18207338,11883201,83657808.82,19900168,13179952,84134341.1,140513,-51839,1546951.748,8709490,-196127,48387690.05
6/21/2018,31997187,31649301,139374186.1,24895384,24653713,124149412.6,21026270,20747057,125701476.8,11640923,11247172,133040381.4,19787497,19389837,112967298,7048446,689064,24475430.3,18210652,11886515,82851314.25,19992545,13272329,83207522.29,143692,-48661,1524439.346,8710159,-195457,47871543.87
6/22/2018,32384067,32036181,140188286.6,25143063,24901392,124441227.9,21323647,21044434,126293929.7,11760161,11366410,133587568.7,19743481,19345821,113177580.3,7133843,774461,24655054.34,18391155,12067018,83094346.59,20114144,13393928,83444692.74,145236,-47117,1531496.832,8657467,-248149,48145462.76
6/23/2018,32384067,32036181,140188286.6,25143063,24901392,124441227.9,21323647,21044434,126293929.7,11760161,11366410,133587568.7,19743481,19345821,113177580.3,7133843,774461,24655054.34,18391155,12067018,83094346.59,20114144,13393928,83444692.74,145236,-47117,1531496.832,8657467,-248149,48145462.76
6/24/2018,32384067,32036181,140188286.6,25143063,24901392,124441227.9,21323647,21044434,126293929.7,11760161,11366410,133587568.7,19743481,19345821,113177580.3,7133843,774461,24655054.34,18391155,12067018,83094346.59,20114144,13393928,83444692.74,145236,-47117,1531496.832,8657467,-248149,48145462.76
6/25/2018,32326913,31979027,138616739.2,25148571,24906899,122715058.4,21370680,21091467,124885573.8,11993069,11599318,132022375.4,19774938,19377278,111558021.9,7121382,762001,24308222.09,18375670,12051533,81845884.36,20045021,13324805,82134189.28,148336,-44017,1511373.8,8424397,-481219,47521296.49
6/26/2018,32741968,32394082,139598664.2,25262255,25020583,123165156.7,21530261,21251048,125510568.6,12485959,12092208,132953446,19804521,19406861,111993048.8,7212951,853569,24524915.41,18480516,12156380,82188236.02,20189404,13469188,82510865.53,154650,-37702,1523336.526,8431718,-473898,47810076.37
6/27/2018,32345216,31997330,137678727.5,25013700,24772028,121798441,21288900,21009687,123934153.4,12611540,12217789,130623750.9,19547663,19150004,110665581.6,7125567,766186,24101218.8,18289715,11965579,81189485.82,19890753,13170537,81366224.89,156374,-35978,1493374.159,8253312,-652305,47106594.61
6/28/2018,33116949,32769063,138363475.1,25448865,25207193,122236913.9,21690209,21410996,124293789.5,13183316,12789565,131350039.7,19806058,19408399,111024327.4,7295819,936438,24252291.07,18587416,12263279,81508972.44,20274228,13554012,81743706.73,163683,-28669,1502680.677,8246764,-658853,47271578.6
6/29/2018,35508666.64,35120564.99,138212547.7,24123572.4,23866832,122087741.4,21894646.88,21602627,124085045.9,-96430.337,-497096.5384,131104972.5,77663796.2,77299982.58,110963176.9,6209005.494,1891265.052,19966906.69,16844861.64,11014058.43,75729007.05,19887161.33,12431624.57,74355888.25,-5834.794,-65308.10884,1443780.631,5884307.462,1549146.472,42928506.43
6/30/2018,35508666.64,35120564.99,138212547.7,24123572.4,23866832,122087741.4,21894646.88,21602627,124085045.9,-96430.337,-497096.5384,131104972.5,77663796.2,77299982.58,110963176.9,6209005.494,1891265.052,19966906.69,16844861.64,11014058.43,75729007.05,19887161.33,12431624.57,74355888.25,-5834.794,-65308.10884,1443780.631,5884307.462,1549146.472,42928506.43
7/1/2018,35508666.64,35120564.99,138212547.7,24123572.4,23866832,122087741.4,21894646.88,21602627,124085045.9,-96430.337,-497096.5384,131104972.5,77663796.2,77299982.58,110963176.9,6209005.494,1891265.052,19966906.69,16844861.64,11014058.43,75729007.05,19887161.33,12431624.57,74355888.25,-5834.794,-65308.10884,1443780.631,5884307.462,1549146.472,42928506.43
7/2/2018,35552646,35164544,138542285.9,24175767,23919026,122424857.9,22021640,21729620,124574909,201303,-199363,131528849.4,77645902,77282088,111088631.4,6216668,1898928,20024682.02,16869455,11038652,75954356.71,19898724,12443188,74608048.34,-2454,-61928,1448623.684,5915444,1580283,43128338.08
