date,mv_gross_nav_no_trading_cost,mv_net_nav_no_trading_cost,mv_no_trading_cost,mv_constraints_gross_no_trading_cost,mv_constraints_net_no_trading_cost,mv__no_trading_cost,mi_constraints_gross_no_trading_cost,mi_constraints_net_no_trading_cost,mi_no_trading_cost,ew_gross_nav_no_trading_cost,ew_net_nav_no_trading_cost,ew_no_trading_cost,capm_constraints_gross_no_trading_cost,capm_constraints_net_no_trading_cost,capm_no_trading_cost,mv_gross_nav,mv_net_nav,mv,mv_constraints_gross,mv_constraints_net,mv_,mi_constraints_gross,mi_constraints_net,mi,ew_gross_nav,ew_net_nav,ew,capm_constraints_gross,capm_constraints_net,capm
7/3/2018,35765037,35376936,138706298.7,24476519,24219779,122544898.8,22168334,21876314,124731442,293145,-107522,131674352.4,78135918,77772105,111450972,6253851,1936110,20053390.03,17050766,11219963,76019624.47,20082452,12626916,74641769.94,-1400,-60873,1450290.594,5893919,1558758,43179732.4
7/4/2018,35765037,35376936,138706298.7,24476519,24219779,122544898.8,22168334,21876314,124731442,293145,-107522,131674352.4,78135918,77772105,111450972,6253851,1936110,20053390.03,17050766,11219963,76019624.47,20082452,12626916,74641769.94,-1400,-60873,1450290.594,5893919,1558758,43179732.4
7/5/2018,35732422,35344320,140024470.5,24738192,24481451,123712006.9,22294090,22002070,125899509.1,46373,-354293,133012689,78847704,78483890,112576091.1,6248001,1930261,20284370.35,17215491,11384688,76839426.75,20251814,12796277,75526089.15,-4290,-63763,1465572.935,5959793,1624632,43629122.05
7/6/2018,36130163,35742062,141165188.5,24892286,24635546,124721646.2,22456675,22164655,126812057.4,129437,-271229,134141200,79462209,79098396,113669984.1,6317666,1999926,20484323.09,17359070,11528266,77494285.03,20398916,12943379,76221327.74,-3382,-62855,1478467.67,6033392,1698231,43975779.52
7/7/2018,36130163,35742062,141165188.5,24892286,24635546,124721646.2,22456675,22164655,126812057.4,129437,-271229,134141200,79462209,79098396,113669984.1,6317666,1999926,20484323.09,17359070,11528266,77494285.03,20398916,12943379,76221327.74,-3382,-62855,1478467.67,6033392,1698231,43975779.52
7/8/2018,36130163,35742062,141165188.5,24892286,24635546,124721646.2,22456675,22164655,126812057.4,129437,-271229,134141200,79462209,79098396,113669984.1,6317666,1999926,20484323.09,17359070,11528266,77494285.03,20398916,12943379,76221327.74,-3382,-62855,1478467.67,6033392,1698231,43975779.52
7/9/2018,36416623,36028522,142129057.2,24817349,24560609,125657306.2,22562805,22270785,127736146.3,337813,-62853,135002802.3,79172450,78808636,113885481.2,6367752,2050012,20653190.58,17320210,11489407,78126927.51,20352414,12896877,76773288.51,-1014,-60488,1488317.358,6186548,1851387,44355810.24
7/10/2018,36408250,36020148,141763719.1,25016270,24759529,125686289.1,22550120,22258100,127381285.7,512711,112045,134861054.4,79306949,78943135,113902732.5,6366304,2048564,20589151.93,17440460,11609657,78128257.34,20474010,13018473,76781004.93,989,-58484,1486697.97,6110050,1774889,44223886.86
7/11/2018,36260777,35872676,140587647.9,25094173,24837433,124680996.3,22542347,22250327,126336726.4,617237,216571,133521418.7,79142629,78778816,113130960.7,6340537,2022796,20383030.65,17474917,11644114,77442661.3,20513208,13057672,76077981.08,2219,-57255,1471376.665,5978865,1643704,43836939.07
7/12/2018,36384459,35996357,141017035.8,25208198,24951458,125184763.2,22633339,22341319,126687555.8,883830,483164,133839885.8,79200672,78836858,113448344.3,6362179,2044438,20458279.83,17535261,11704458,77761081.05,20518958,13063421,76395552.89,5238,-54235,1475002.83,6001802,1666641,43959064.06
7/13/2018,36099296,35711194,140910094.2,25082649,24825909,125324274.2,22510941,22218921,126667924.9,567361,166695,133880394.7,79094412,78730598,113440042.1,6312249,1994508,20439591.96,17454886,11624083,77838939.48,20405601,12950064,76450234.69,1618,-57856,1475479.45,6023228,1688067,43952867.48
7/14/2018,36099296,35711194,140910094.2,25082649,24825909,125324274.2,22510941,22218921,126667924.9,567361,166695,133880394.7,79094412,78730598,113440042.1,6312249,1994508,20439591.96,17454886,11624083,77838939.48,20405601,12950064,76450234.69,1618,-57856,1475479.45,6023228,1688067,43952867.48
7/15/2018,36099296,35711194,140910094.2,25082649,24825909,125324274.2,22510941,22218921,126667924.9,567361,166695,133880394.7,79094412,78730598,113440042.1,6312249,1994508,20439591.96,17454886,11624083,77838939.48,20405601,12950064,76450234.69,1618,-57856,1475479.45,6023228,1688067,43952867.48
7/16/2018,35962092,35573990,140254511.4,24861946,24605206,124487972.8,22425896,22133876,126066701.3,596860,196194,133021816.2,78371112,78007298,112722901.9,6288273,1970533,20324717.9,17326546,11495743,77335215.2,20252156,12796619,75960100.06,1995,-57479,1465664.655,6018192,1683031,43729894.89
7/17/2018,35909996,35521894,140789743.5,24665286,24408546,125136199.9,22286796,21994777,126517116.9,361361,-39305,133868998.4,78233203,77869390,112877318.9,6279024,1961283,20418461.88,17203822,11373019,77725958.55,20140375,12684838,76325397.22,-742,-60215,1475353.078,6079646,1744485,43894137
7/18/2018,35940542,35552440,140848078.2,24648495,24391755,125362756.2,22236337,21944318,126691732.6,444788,44122,134084064.5,78287852,77924038,113075149.9,6284359,1966618,20428675.28,17201340,11370536,77888300.99,20136553,12681016,76470880.77,195,-59279,1477802.516,6152704,1817543,44003330.29
7/19/2018,35917766,35529664,141323695.6,24796808,24540068,125744760.2,22313506,22021486,127133157.4,484133,83467,134526048.4,78729799,78365985,113468448.1,6280275,1962535,20511970.94,17301908,11471105,78178142.82,20215096,12759559,76746899.78,629,-58845,1482842.077,6197513,1862352,44159627.85
7/20/2018,36133128,35745027,140863926.8,24940540,24683800,125155452,22501690,22209670,126774642.7,661235,260569,133964844,78687916,78324103,112551034.3,6318340,2000599,20431661.37,17366144,11535341,77807811.99,20284084,12828548,76366097.95,2666,-56807,1476415.043,6286783,1951622,44034098.43
7/21/2018,36133128,35745027,140863926.8,24940540,24683800,125155452,22501690,22209670,126774642.7,661235,260569,133964844,78687916,78324103,112551034.3,6318340,2000599,20431661.37,17366144,11535341,77807811.99,20284084,12828548,76366097.95,2666,-56807,1476415.043,6286783,1951622,44034098.43
7/22/2018,36133128,35745027,140863926.8,24940540,24683800,125155452,22501690,22209670,126774642.7,661235,260569,133964844,78687916,78324103,112551034.3,6318340,2000599,20431661.37,17366144,11535341,77807811.99,20284084,12828548,76366097.95,2666,-56807,1476415.043,6286783,1951622,44034098.43
7/23/2018,36166131,35778030,140938409,24836056,24579316,125141546.2,22515233,22223213,126829571.6,760565,359899,134150218.1,78496172,78132359,112325291.7,6324130,2006390,20444734.23,17309877,11479073,77792793.57,20227652,12772116,76323606.55,3785,-55689,1478521.745,6316134,1980973,44039272.91
7/24/2018,35934663,35546561,139978557.8,24678051,24421311,124348487.1,22413649,22121629,126076684.5,546828,146162,132768133,78272090,77908276,112033565.2,6283729,1965988,20276624.01,17219527,11388723,77275292.59,20165531,12709994,75815653.36,1403,-58070,1462735.04,6292109,1956948,43809305.22
7/25/2018,36451348,36063246,140308590,25026981,24770241,125188599.3,22740035,22448015,126545525.3,1251701,851035,132990661.9,79423213,79059399,112731789.3,6374203,2056463,20334408.54,17425123,11594320,77805610.72,20500631,13045094,76279087.05,9438,-50035,1465243.095,6450605,2115444,43930377.84
7/26/2018,35894817,35506715,141456847.4,24977182,24720441,126047104.4,22649801,22357781,127422898.4,605063,204397,133715668.4,79415173,79051359,113663929.2,6276547,1958807,20535626.08,17452678,11621875,78401869.57,20232444,12776907,77072129.72,2018,-57455,1473549.27,6499612,2164451,44306716.82
7/27/2018,35700827,35312725,139737856.5,24783428,24526688,124496680,22536788,22244768,125905554,788630,387963,132081221.9,78441425,78077612,112651387.6,6242746,1925005,20234440.71,17281283,11450480,77417360.2,20131861,12676324,76078427.19,4179,-55294,1454864.49,6469624,2134463,43729220.44
7/28/2018,35700827,35312725,139737856.5,24783428,24526688,124496680,22536788,22244768,125905554,788630,387963,132081221.9,78441425,78077612,112651387.6,6242746,1925005,20234440.71,17281283,11450480,77417360.2,20131861,12676324,76078427.19,4179,-55294,1454864.49,6469624,2134463,43729220.44
7/29/2018,35700827,35312725,139737856.5,24783428,24526688,124496680,22536788,22244768,125905554,788630,387963,132081221.9,78441425,78077612,112651387.6,6242746,1925005,20234440.71,17281283,11450480,77417360.2,20131861,12676324,76078427.19,4179,-55294,1454864.49,6469624,2134463,43729220.44
7/30/2018,35658418,35270316,139312937.7,24629975,24373235,123933644,22453199,22161179,125461231.4,785567,384901,131604250.8,78244620,77880807,112549854.1,6235508,1917768,20160117.3,17207313,11376510,77077578.34,20050943,12595406,75761237.03,4178,-55296,1449418.885,6428970,2093809,43563392.85
7/31/2018,35531107,35143005,140727336.5,24781205,24524465,125174933.8,22490901,22198881,126577279.2,637642,236976,132972516.3,79205046,78841233,113503921.1,6213057,1895317,20407961.89,17328897,11498093,77861981.78,20085583,12630046,76606880.1,2394,-57080,1465035.957,6459485,2124324,44001919.05
8/1/2018,35198553,34810451,140294790.6,24847530,24590790,124610397,22429560,22137540,126096118.2,252195,-148471,132733247.5,78895230,78531416,112771860.2,6154876,1837136,20332231.88,17364948,11534145,77513782.78,20046219,12590682,76259748.94,-2005,-61478,1462342.63,6440579,2105418,43836478.4
8/2/2018,35499476,35111374,140910774.8,25106681,24849940,125519925.6,22709449,22417429,126800262.5,955355,554689,133583181.6,79278142,78914328,113366217.9,6207499,1889758,20440126.19,17494877,11664074,78104615.92,20215866,12760329,76767516.69,5994,-53480,1472028.727,6565545,2230384,44091890.75
8/3/2018,35897898,35509796,141504526.2,25124849,24868109,125779861.8,22815245,22523225,126907396.3,1332905,932239,134275566.2,79574587,79210773,113580972.8,6277344,1959604,20544185.75,17488175,11657371,78254377.17,20277840,12822303,76936648.05,10305,-49168,1479949.956,6568809,2233648,44068787.07
8/4/2018,35897898,35509796,141504526.2,25124849,24868109,125779861.8,22815245,22523225,126907396.3,1332905,932239,134275566.2,79574587,79210773,113580972.8,6277344,1959604,20544185.75,17488175,11657371,78254377.17,20277840,12822303,76936648.05,10305,-49168,1479949.956,6568809,2233648,44068787.07
8/5/2018,35897898,35509796,141504526.2,25124849,24868109,125779861.8,22815245,22523225,126907396.3,1332905,932239,134275566.2,79574587,79210773,113580972.8,6277344,1959604,20544185.75,17488175,11657371,78254377.17,20277840,12822303,76936648.05,10305,-49168,1479949.956,6568809,2233648,44068787.07
8/6/2018,35865717,35477615,142008632.4,25200145,24943405,126403788.5,22854637,22562617,127427754.2,1099709,699043,134872015.9,79710435,79346622,114141576.6,6271639,1953898,20632523.18,17533531,11702728,78679367.24,20284635,12829098,77354315.1,7611,-51862,1486783.135,6616390,2281229,44242353.88
8/7/2018,36434405,36046304,142441878.3,25441970,25185230,126762432.2,23156647,22864627,127833126.7,1815143,1414477,135107771.4,79741087,79377273,114387006,6371262,2053522,20708411.58,17693944,11863141,78906973.25,20453712,12998176,77606181.21,15813,-43661,1489467.245,6653726,2318565,44386340.72
8/8/2018,36854001,36465899,142445476.5,25530646,25273906,126812593.5,23512838,23220818,127861955.5,2607168,2206502,135341494.9,79495606,79131793,114301621.4,6444854,2127113,20709060.93,17763554,11932751,78909594.32,20538276,13082739,77530814.31,24862,-34611,1492121.414,6670650,2335489,44388409.58
8/9/2018,37289164,36901062,143040990.4,25664564,25407823,126707035.2,23716112,23424092,128038124.6,3071949,2671283,135640171.9,79666395,79302582,114447154.6,6521089,2203348,20813396.49,17958067,12127264,78879459.98,20614504,13158967,77558255.37,30164,-29310,1495524.157,6609989,2274828,44410811.28
8/10/2018,37354136,36966035,142235206.5,25713668,25456927,125972132.2,23821632,23529612,127305796.6,3566520,3165854,135123333.7,79405714,79041900,113948437.2,6532577,2214836,20672207.7,17995040,12164237,78405441.51,20649116,13193579,77140072.67,35844,-23629,1489611.952,6629412,2294251,44158671.78
8/11/2018,37354136,36966035,142235206.5,25713668,25456927,125972132.2,23821632,23529612,127305796.6,3566520,3165854,135123333.7,79405714,79041900,113948437.2,6532577,2214836,20672207.7,17995040,12164237,78405441.51,20649116,13193579,77140072.67,35844,-23629,1489611.952,6629412,2294251,44158671.78
8/12/2018,37354136,36966035,142235206.5,25713668,25456927,125972132.2,23821632,23529612,127305796.6,3566520,3165854,135123333.7,79405714,79041900,113948437.2,6532577,2214836,20672207.7,17995040,12164237,78405441.51,20649116,13193579,77140072.67,35844,-23629,1489611.952,6629412,2294251,44158671.78
8/13/2018,37129373,36741272,141325403.7,25755111,25498370,125060587.6,23828247,23536227,126478774,3618974,3218307,133762248.5,79076533,78712719,113464330.7,6493281,2175541,20512786,18005628,12174825,77847217.8,20618572,13163035,76645661.06,36471,-23003,1474019.668,6559260,2224099,43894154.78
8/14/2018,37457488,37069387,142610903.8,25886834,25630094,126329163,24063085,23771065,127649490.5,4154177,3753511,135344299.9,79705775,79341962,114381588.9,6550673,2232933,20738034.52,18119915,12289112,78718330.31,20757332,13301795,77512742.11,42524,-16949,1492095.324,6687553,2352392,44336972.9
8/15/2018,37562027,37173925,141427022.3,26119453,25862713,125138048.3,24252585,23960565,126468421.8,4909773,4509107,133480148,79066565,78702751,113290763.9,6569097,2251357,20530534.11,18180941,12350138,77929257.43,20780131,13324594,76738925.23,51200,-8273,1470745.664,6575360,2240199,43869904.96
8/16/2018,37952011,37563909,142316853.1,26410266,26153526,126056626.1,24533952,24241932,127380955.2,5036929,4636263,134094146.1,79740199,79376385,114211568.9,6637412,2319672,20686500.55,18381495,12550692,78545954.98,21009070,13553533,77364197.51,52643,-6830,1477773.313,6623446,2288285,44237645.47
8/17/2018,37602150,37214049,142616461.3,26395791,26139051,126687255.8,24410467,24118447,127851393,4644215,4243549,134175904.4,79845442,79481628,114718753.7,6576071,2258330,20739023.71,18368862,12538059,78943970.13,20935496,13479959,77699173.08,48147,-11326,1478723.36,6665030,2329869,44414346.14
8/18/2018,37602150,37214049,142616461.3,26395791,26139051,126687255.8,24410467,24118447,127851393,4644215,4243549,134175904.4,79845442,79481628,114718753.7,6576071,2258330,20739023.71,18368862,12538059,78943970.13,20935496,13479959,77699173.08,48147,-11326,1478723.36,6665030,2329869,44414346.14
8/19/2018,37602150,37214049,142616461.3,26395791,26139051,126687255.8,24410467,24118447,127851393,4644215,4243549,134175904.4,79845442,79481628,114718753.7,6576071,2258330,20739023.71,18368862,12538059,78943970.13,20935496,13479959,77699173.08,48147,-11326,1478723.36,6665030,2329869,44414346.14
8/20/2018,37734263,37346161,143327179.3,26435154,26178414,127329938.8,24439094,24147074,128491014,4619269,4218603,135141424.4,80094527,79730713,115208862.3,6599192,2281451,20863588.84,18409241,12578438,79371232.57,20976418,13520882,78091413.13,47833,-11641,1489769.512,6678531,2343370,44638219.72
8/21/2018,37660126,37272024,144364960.2,26337399,26080659,128262662,24372170,24080150,129461232.8,4506993,4106327,136663805,80191791,79827978,115804860.1,6586022,2268282,21045374.36,18391756,12560952,80004054.29,20923300,13467763,78754824.22,46526,-12947,1507203.775,6838958,2503797,44990535.55
8/22/2018,37745242,37357140,144657349.6,26147052,25890312,128328197.7,24376708,24084689,129591966.8,4225991,3825325,137265000.8,80145433,79781619,115685082.5,6600985,2283244,21096675.67,18270452,12439649,80020776.06,20887491,13431955,78794671.09,43292,-16182,1514088.955,6858115,2522954,44999795.18
8/23/2018,37940846,37552745,144530233.5,26105446,25848706,127974667.6,24431156,24139136,129330353.4,4457667,4057000,136832282.9,80029875,79666062,115484545,6635312,2317572,21074427.11,18243685,12412882,79757935.58,20864048,13408511,78537323.71,45944,-13529,1509135.451,6779592,2444431,44888995.27
8/24/2018,38081962,37693861,144957027.5,26248750,25992010,128517882.1,24532089,24240069,129748430.6,4459809,4059143,137258153.7,80232216,79868402,116115334,6660010,2342269,21149225.48,18350744,12519941,80112541.8,20952114,13496577,78902815.77,45957,-13516,1514001.615,6781894,2446733,45069175.34
8/25/2018,38081962,37693861,144957027.5,26248750,25992010,128517882.1,24532089,24240069,129748430.6,4459809,4059143,137258153.7,80232216,79868402,116115334,6660010,2342269,21149225.48,18350744,12519941,80112541.8,20952114,13496577,78902815.77,45957,-13516,1514001.615,6781894,2446733,45069175.34
8/26/2018,38081962,37693861,144957027.5,26248750,25992010,128517882.1,24532089,24240069,129748430.6,4459809,4059143,137258153.7,80232216,79868402,116115334,6660010,2342269,21149225.48,18350744,12519941,80112541.8,20952114,13496577,78902815.77,45957,-13516,1514001.615,6781894,2446733,45069175.34
8/27/2018,37795667,37407565,145240921.1,26026595,25769854,129177437.2,24231307,23939287,130028949.9,4042609,3641942,137877351.9,80014494,79650680,116681244,6609747,2292007,21198943.71,18198688,12367885,80495301.16,20789382,13333846,79262395.64,41157,-18317,1521083.385,6814840,2479679,45195806.25
8/28/2018,37767418,37379317,145451214,26055602,25798861,129112309,24271238,23979218,129924327,4129497,3728831,137696205.4,80056642,79692828,116647137.2,6604818,2287077,21235821.95,18210442,12379638,80433692.9,20720560,13265023,79302271.34,42162,-17312,1519019.453,6794759,2459598,45138505.38
8/29/2018,37945057,37556955,145595806.2,26221216,25964475,129651883,24350504,24058484,130232243,4175698,3775032,138092295.1,80577173,80213359,117215427.6,6635926,2318186,21261144.16,18335567,12504764,80746957.89,20862239,13406702,79584953.05,42668,-16805,1523537.781,6808372,2473211,45275779.19
